Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Number_Of_Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.6,low,0.075691713,Fruits_and_Vegetables,98.241,24,medium,tier_3,supermarket_type3,2220.443
18.85,low,0.167844438,Household,193.9136,10,medium,tier_1,supermarket_type1,3110.6176
6.215,reg,0.049722335,Baking_Goods,224.5062,7,medium,tier_2,supermarket_type1,4514.124
12.6,low,0.14095631,Canned,167.7132,24,medium,tier_3,supermarket_type3,3889.6036
11.8,low,0.058827557,Health_and_Hygiene,80.8618,10,medium,tier_1,supermarket_type1,1288.9888
7.325,low,0.093765794,Fruits_and_Vegetables,90.3146,0,medium,tier_3,supermarket_type2,1733.0774
10.5,low,0.048092816,Hard_Drinks,159.2946,10,medium,tier_1,supermarket_type1,1893.5352
15.7,reg,0.018968743,Fruits_and_Vegetables,61.9536,7,medium,tier_2,supermarket_type1,1225.072
12.6,low,0.024032484,Fruits_and_Vegetables,124.973,24,medium,tier_3,supermarket_type3,2463.46
13.0,reg,0.070444232,Snack_Foods,63.4484,7,medium,tier_2,supermarket_type1,1043.9744
13.5,reg,0.125469442,Snack_Foods,264.491,10,medium,tier_1,supermarket_type1,6501.8699
6.865,low,0.01405025,Soft_Drinks,128.9652,0,medium,tier_3,supermarket_type2,1679.1476
7.785,low,0.139436695,Dairy,103.0306,22,high,tier_3,supermarket_type1,2404.2038
17.7,reg,0.016593506,Fruits_and_Vegetables,46.9034,5,small,tier_2,supermarket_type1,972.068
20.2,low,0.124261614,Household,93.6462,11,small,tier_3,grocery_store,277.6386
7.855,low,0.011261165,Canned,189.5188,12,small,tier_1,supermarket_type1,1904.188
6.36,low,0.120520818,Fruits_and_Vegetables,45.906,5,small,tier_2,supermarket_type1,419.454
17.0,reg,0.015965308,Snack_Foods,229.4352,12,small,tier_1,supermarket_type1,4809.7392
5.78,low,0.096386227,Breads,163.5552,12,small,tier_1,supermarket_type1,1787.0072
11.5,low,0.073029341,Fruits_and_Vegetables,187.953,7,small,tier_2,supermarket_type1,2656.542
12.6,reg,0.043443753,Fruits_and_Vegetables,158.1946,24,medium,tier_3,supermarket_type3,6501.8699
18.2,low,0.049520593,Fruits_and_Vegetables,147.3734,0,medium,tier_3,supermarket_type2,2375.5744
18.25,low,0.079152918,Frozen_Foods,223.8062,22,high,tier_3,supermarket_type1,4288.4178
12.6,low,0.048741487,Breads,60.4194,22,high,tier_3,supermarket_type1,990.7104
8.575,reg,0.071958197,Dairy,195.3794,10,medium,tier_1,supermarket_type1,3511.4292
18.2,low,0.162147349,Fruits_and_Vegetables,37.719,0,medium,tier_3,supermarket_type2,549.285
8.115,reg,0.05382735,Canned,155.2972,11,medium,tier_3,grocery_store,311.5944
12.65,low,0.069565759,Meat,52.4324,7,medium,tier_2,supermarket_type1,571.2564
12.6,low,0.056019324,Frozen_Foods,40.0454,24,medium,tier_3,supermarket_type3,419.454
8.775,low,0.109911272,Dairy,41.9428,12,small,tier_1,supermarket_type1,1537.998
5.94,reg,0.029366813,Breads,187.7556,5,small,tier_2,supermarket_type1,3755.112
18.85,low,0.055347985,Baking_Goods,131.5284,5,small,tier_2,supermarket_type1,1581.9408
9.8,reg,0.0,Baking_Goods,49.2008,22,high,tier_3,supermarket_type1,657.8104
12.65,reg,0.156926608,Fruits_and_Vegetables,238.3538,2,high,tier_2,supermarket_type1,5528.1374
20.7,low,0.039405676,Household,149.8366,0,medium,tier_3,supermarket_type2,2267.049
14.65,low,0.170176516,Hard_Drinks,55.2614,22,high,tier_3,supermarket_type1,718.3982
12.6,low,0.033777629,Frozen_Foods,222.8456,24,medium,tier_3,supermarket_type3,6501.8699
15.85,low,0.057546914,Snack_Foods,55.8956,0,medium,tier_3,supermarket_type2,491.3604
17.25,reg,0.160095901,Fruits_and_Vegetables,61.5194,2,medium,tier_2,supermarket_type1,1052.6298
16.0,reg,0.099832728,Frozen_Foods,87.4856,2,medium,tier_2,supermarket_type1,263.6568
6.32,low,0.012717946,Meat,40.2822,12,small,tier_1,supermarket_type1,628.5152
6.525,low,0.090278634,Household,86.7882,5,small,tier_2,supermarket_type1,1975.4286
6.695,low,0.0,Starchy_Foods,191.882,22,high,tier_3,supermarket_type1,3861.64
14.85,reg,0.009958941,Snack_Foods,157.963,7,high,tier_2,supermarket_type1,2816.334
17.1,low,0.032678839,Frozen_Foods,150.7392,10,medium,tier_1,supermarket_type1,3131.9232
10.3,reg,0.0,Fruits_and_Vegetables,115.0176,22,high,tier_3,supermarket_type1,4122.6336
19.7,low,0.077849003,Baking_Goods,179.166,22,high,tier_3,supermarket_type1,3056.022
10.695,reg,0.011443222,Snack_Foods,73.5038,10,medium,tier_1,supermarket_type1,1478.076
7.285,low,0.031214809,Household,177.1054,7,medium,tier_2,supermarket_type1,2626.581
17.7,low,0.051146565,Household,127.3678,0,medium,tier_3,supermarket_type2,3306.3628
18.25,low,0.015302653,Snack_Foods,198.0084,10,medium,tier_1,supermarket_type1,793.6336
5.175,reg,0.04937018,Snack_Foods,106.7622,11,medium,tier_3,grocery_store,211.7244
5.635,low,0.0,Baking_Goods,148.705,10,medium,tier_1,supermarket_type1,1198.44
6.035,low,0.195979015,Snack_Foods,155.5998,11,medium,tier_3,grocery_store,153.7998
14.8,low,0.081372267,Meat,191.4846,0,medium,tier_3,supermarket_type2,3057.3536
18.25,reg,0.18329488,Dairy,111.657,12,small,tier_1,supermarket_type1,1537.998
16.1,reg,0.06358934,Dairy,179.4318,0,medium,tier_3,supermarket_type2,360.8636
16.75,low,0.060792265,Dairy,170.4106,0,medium,tier_3,supermarket_type2,513.3318
17.7,reg,0.0,Starchy_Foods,184.3924,12,small,tier_1,supermarket_type1,4257.1252
8.88,low,0.098775709,Household,208.927,10,medium,tier_1,supermarket_type1,6501.8699
18.2,low,0.195979015,Fruits_and_Vegetables,38.319,11,medium,tier_3,grocery_store,109.857
11.15,low,0.119852889,Dairy,44.9744,22,high,tier_3,supermarket_type1,498.0184
20.0,low,0.034563936,Baking_Goods,45.3086,2,high,tier_2,supermarket_type1,490.6946
7.935,low,0.031710329,Household,263.091,22,high,tier_3,supermarket_type1,5522.811
20.1,low,0.074778547,Dairy,110.7228,7,high,tier_2,supermarket_type1,1657.842
13.65,reg,0.013035609,Fruits_and_Vegetables,114.7834,5,small,tier_2,supermarket_type1,3455.502
6.635,reg,0.046277956,Frozen_Foods,36.7506,0,medium,tier_3,supermarket_type2,75.9012
18.25,low,0.0793795,Frozen_Foods,226.1062,7,medium,tier_2,supermarket_type1,6501.8699
11.15,low,0.073783159,Others,66.0142,2,medium,tier_2,supermarket_type1,988.713
19.5,low,0.01572192,Household,185.6608,5,small,tier_2,supermarket_type1,918.804
6.48,low,0.033952603,Snack_Foods,148.2076,10,medium,tier_1,supermarket_type1,3399.5748
11.15,reg,0.105220024,Baking_Goods,102.7648,22,high,tier_3,supermarket_type1,1142.5128
5.985,low,0.095715608,Frozen_Foods,125.8678,22,high,tier_3,supermarket_type1,3560.6984
7.27,low,0.046822808,Health_and_Hygiene,99.3384,2,high,tier_2,supermarket_type1,2759.0752
6.78,reg,0.0,Fruits_and_Vegetables,227.5694,10,medium,tier_1,supermarket_type1,3653.9104
9.195,reg,0.04731256,Frozen_Foods,50.7666,0,medium,tier_3,supermarket_type2,512.666
19.5,reg,0.077108099,Soft_Drinks,232.8958,22,high,tier_3,supermarket_type1,5608.6992
6.59,low,0.106027474,Fruits_and_Vegetables,83.9908,0,medium,tier_3,supermarket_type2,1426.1436
7.51,low,0.01742908,Fruits_and_Vegetables,229.601,12,small,tier_1,supermarket_type1,6201.927
12.6,low,0.073229342,Household,254.1014,24,small,tier_1,grocery_store,255.0014
12.6,low,0.157257637,Frozen_Foods,215.0192,24,small,tier_1,grocery_store,1078.596
12.6,low,0.039988162,Frozen_Foods,55.7298,24,medium,tier_3,supermarket_type3,1024.6662
12.5,low,0.081119484,Meat,220.0798,5,small,tier_2,supermarket_type1,1322.2788
17.0,low,0.052421981,Health_and_Hygiene,123.773,0,medium,tier_3,supermarket_type2,1231.73
12.6,low,0.070791391,Health_and_Hygiene,46.4086,24,medium,tier_3,supermarket_type3,2007.387
12.65,low,0.069817659,Meat,53.5324,2,medium,tier_2,supermarket_type1,830.9184
12.5,reg,0.109971578,Fruits_and_Vegetables,82.7592,5,small,tier_2,supermarket_type1,577.9144
18.7,reg,0.091950972,Meat,184.2292,0,medium,tier_3,supermarket_type2,1277.0044
11.0,reg,0.133145617,Canned,218.4798,12,small,tier_1,supermarket_type1,2203.798
12.6,low,0.046609281,Household,248.6776,24,small,tier_1,grocery_store,495.3552
7.35,low,0.028652919,Fruits_and_Vegetables,40.5454,7,small,tier_2,supermarket_type1,545.2902
10.895,low,0.136696892,Dairy,264.5568,22,high,tier_3,supermarket_type1,5536.7928
17.2,reg,0.012002075,Canned,165.3184,22,high,tier_3,supermarket_type1,990.7104
15.5,reg,0.025513973,Baking_Goods,83.7934,2,high,tier_2,supermarket_type1,1474.0812
7.905,low,0.064194304,Hard_Drinks,229.4694,7,high,tier_2,supermarket_type1,2055.3246
9.8,low,0.013920032,Soft_Drinks,45.006,2,high,tier_2,supermarket_type1,792.302
11.6,reg,0.079251097,Frozen_Foods,79.2276,0,medium,tier_3,supermarket_type2,649.8208
12.6,reg,0.121043709,Baking_Goods,59.422,24,medium,tier_3,supermarket_type3,1078.596
12.6,low,0.048545853,Breads,60.1194,24,medium,tier_3,supermarket_type3,1114.5492
5.825,low,0.091467933,Household,159.7894,5,small,tier_2,supermarket_type1,1294.3152
16.35,low,0.0,Fruits_and_Vegetables,196.3426,0,medium,tier_3,supermarket_type2,1384.1982
14.7,low,0.020916223,Hard_Drinks,141.8128,5,small,tier_2,supermarket_type1,1869.5664
11.6,low,0.0,Soft_Drinks,141.9154,5,small,tier_2,supermarket_type1,992.7078
16.75,low,0.104768536,Snack_Foods,155.163,22,high,tier_3,supermarket_type1,2972.797
12.5,low,0.020680499,Breads,197.2742,22,high,tier_3,supermarket_type1,2587.9646
12.6,reg,0.123727659,Dairy,253.0356,11,high,tier_3,grocery_store,254.3356
12.35,low,0.163805509,Household,117.6124,22,high,tier_3,supermarket_type1,3910.9092
13.35,low,0.065082452,Baking_Goods,93.0804,7,high,tier_2,supermarket_type1,2113.2492
12.6,reg,0.182128363,Baking_Goods,165.65,24,small,tier_1,grocery_store,665.8
12.6,reg,0.01871404,Fruits_and_Vegetables,223.4772,24,medium,tier_3,supermarket_type3,6501.8699
12.6,low,0.159096908,Hard_Drinks,129.3336,24,small,tier_1,grocery_store,127.8336
6.63,reg,0.103935018,Baking_Goods,166.85,22,high,tier_3,supermarket_type1,5326.4
6.61,reg,0.029129907,Snack_Foods,188.4898,0,medium,tier_3,supermarket_type2,4677.245
19.6,reg,0.128011859,Snack_Foods,166.8816,5,small,tier_2,supermarket_type1,1845.5976
13.6,reg,0.119850541,Dairy,234.53,2,small,tier_2,supermarket_type1,6501.8699
12.6,low,0.073985248,Snack_Foods,252.5724,24,medium,tier_3,supermarket_type3,3271.7412
19.25,reg,0.027233781,Meat,197.511,2,medium,tier_2,supermarket_type1,982.055
12.6,low,0.079440262,Soft_Drinks,86.7882,24,small,tier_1,grocery_store,85.8882
20.0,reg,0.060022526,Baking_Goods,168.7132,7,small,tier_2,supermarket_type1,6426.3016
12.6,low,0.02110482,Canned,217.0824,24,medium,tier_3,supermarket_type3,6501.8699
20.75,low,0.181958524,Snack_Foods,161.0578,11,medium,tier_3,grocery_store,481.3734
7.235,low,0.058222587,Snack_Foods,114.8834,10,medium,tier_1,supermarket_type1,3340.3186
12.6,low,0.054723717,Health_and_Hygiene,36.6874,24,medium,tier_3,supermarket_type3,1058.622
6.78,low,0.066724663,Fruits_and_Vegetables,187.724,10,medium,tier_1,supermarket_type1,1491.392
7.3,low,0.144167934,Frozen_Foods,146.3076,11,medium,tier_3,grocery_store,886.8456
12.3,low,0.052458358,Household,188.753,22,high,tier_3,supermarket_type1,3795.06
16.85,low,0.139985583,Snack_Foods,145.276,0,medium,tier_3,supermarket_type2,2490.092
14.65,reg,0.099286298,Snack_Foods,49.8666,10,medium,tier_1,supermarket_type1,563.9326
15.6,low,0.037680711,Snack_Foods,123.7704,5,small,tier_2,supermarket_type1,3129.26
17.35,low,0.168064909,Household,176.2712,0,medium,tier_3,supermarket_type2,1230.3984
16.0,low,0.090111173,Dairy,141.3154,10,medium,tier_1,supermarket_type1,3261.7542
17.0,low,0.136286138,Fruits_and_Vegetables,170.9106,0,medium,tier_3,supermarket_type2,1197.7742
11.5,reg,0.125857678,Frozen_Foods,100.5358,7,medium,tier_2,supermarket_type1,2111.2518
5.695,reg,0.067700925,Breads,256.5988,12,small,tier_1,supermarket_type1,2055.9904
15.2,low,0.112896669,Soft_Drinks,36.0848,12,small,tier_1,supermarket_type1,1193.1136
9.1,low,0.173973652,Baking_Goods,126.5362,22,high,tier_3,supermarket_type1,1761.7068
16.85,low,0.0,Snack_Foods,146.076,2,high,tier_2,supermarket_type1,2636.568
11.15,low,0.073516952,Others,65.9142,7,high,tier_2,supermarket_type1,790.9704
17.0,low,0.119285634,Frozen_Foods,247.4434,22,high,tier_3,supermarket_type1,2980.1208
7.47,reg,0.153011599,Frozen_Foods,215.2218,2,high,tier_2,supermarket_type1,3419.5488
20.7,low,0.04875891,Fruits_and_Vegetables,37.3506,12,small,tier_1,supermarket_type1,834.9132
15.6,reg,0.105276162,Snack_Foods,173.2764,5,small,tier_2,supermarket_type1,3779.0808
17.7,reg,0.122123201,Meat,100.7674,7,small,tier_2,supermarket_type1,814.9392
13.0,low,0.082970667,Household,60.0194,10,medium,tier_1,supermarket_type1,1114.5492
14.0,reg,0.029782937,Dairy,146.3786,7,medium,tier_2,supermarket_type1,866.8716
18.85,reg,0.067953506,Dairy,119.044,12,small,tier_1,supermarket_type1,2396.88
15.7,low,0.03722507,Soft_Drinks,182.4634,5,small,tier_2,supermarket_type1,1999.3974
15.85,low,0.020487625,Household,44.0112,12,small,tier_1,supermarket_type1,468.7232
6.175,reg,0.179077475,Meat,94.3752,12,small,tier_1,supermarket_type1,1342.2528
12.6,low,0.037131628,Canned,216.4824,24,small,tier_1,grocery_store,218.3824
16.0,reg,0.017547958,Meat,48.3718,5,small,tier_2,supermarket_type1,614.5334
13.15,low,0.093191195,Household,158.1604,2,small,tier_2,supermarket_type1,1426.1436
16.5,reg,0.079875237,Fruits_and_Vegetables,102.7332,7,small,tier_2,supermarket_type1,1537.998
14.65,low,0.01125332,Others,57.0614,2,small,tier_2,supermarket_type1,939.4438
13.5,reg,0.125170423,Snack_Foods,261.491,22,high,tier_3,supermarket_type1,3418.883
10.1,low,0.032152004,Canned,50.6008,10,medium,tier_1,supermarket_type1,404.8064
11.85,reg,0.056033565,Baking_Goods,51.4666,2,medium,tier_2,supermarket_type1,974.0654
9.285,reg,0.021049215,Snack_Foods,161.0578,7,medium,tier_2,supermarket_type1,2406.867
12.8,reg,0.023526504,Meat,223.5404,5,small,tier_2,supermarket_type1,5626.01
6.235,low,0.020229757,Household,260.8962,10,medium,tier_1,supermarket_type1,5956.9126
12.15,low,0.131445848,Frozen_Foods,246.846,7,medium,tier_2,supermarket_type1,6404.996
12.6,low,0.083862625,Health_and_Hygiene,44.077,24,small,tier_1,grocery_store,216.385
12.35,reg,0.18614827,Baking_Goods,78.2328,10,medium,tier_1,supermarket_type1,1158.492
9.195,reg,0.195979015,Fruits_and_Vegetables,101.0016,11,medium,tier_3,grocery_store,202.4032
16.2,low,0.036057562,Fruits_and_Vegetables,260.3278,0,medium,tier_3,supermarket_type2,2342.9502
7.285,low,0.031327839,Household,174.6054,2,medium,tier_2,supermarket_type1,2976.7918
7.05,reg,0.055558509,Breads,224.7088,12,small,tier_1,supermarket_type1,3131.9232
12.6,low,0.0,Frozen_Foods,109.9254,24,small,tier_1,grocery_store,108.5254
14.5,reg,0.063863551,Breads,262.3594,12,small,tier_1,supermarket_type1,4448.2098
13.35,low,0.0,Dairy,75.7012,2,small,tier_2,supermarket_type1,1442.1228
11.5,low,0.0,Fruits_and_Vegetables,128.4652,10,medium,tier_1,supermarket_type1,2841.6344
12.1,low,0.016852909,Hard_Drinks,180.666,10,medium,tier_1,supermarket_type1,2876.256
11.8,reg,0.094037241,Snack_Foods,124.5704,0,medium,tier_3,supermarket_type2,1001.3632
7.05,low,0.085312137,Snack_Foods,107.4912,0,medium,tier_3,supermarket_type2,982.7208
12.6,low,0.053764023,Seafood,195.7768,24,medium,tier_3,supermarket_type3,3547.3824
18.75,low,0.010365546,Household,207.0954,12,small,tier_1,supermarket_type1,3125.931
19.25,reg,0.027135522,Meat,196.311,7,small,tier_2,supermarket_type1,3142.576
16.2,low,0.0,Canned,100.57,22,high,tier_3,supermarket_type1,1398.18
8.31,reg,0.116148596,Snack_Foods,176.0028,0,medium,tier_3,supermarket_type2,4427.57
13.1,low,0.075363922,Dairy,73.8354,2,medium,tier_2,supermarket_type1,1956.1204
13.5,low,0.021496403,Fruits_and_Vegetables,180.5976,12,small,tier_1,supermarket_type1,3078.6592
11.15,reg,0.085931544,Snack_Foods,169.679,12,small,tier_1,supermarket_type1,1018.674
7.5,low,0.096806008,Household,56.2588,0,medium,tier_3,supermarket_type2,687.1056
12.6,low,0.04778563,Hard_Drinks,156.5946,24,medium,tier_3,supermarket_type3,3787.0704
15.6,reg,0.105725004,Snack_Foods,169.9764,0,medium,tier_3,supermarket_type2,2748.4224
12.6,low,0.148764535,Snack_Foods,111.1912,24,small,tier_1,grocery_store,109.1912
6.78,low,0.066997921,Fruits_and_Vegetables,186.524,2,small,tier_2,supermarket_type1,2609.936
16.0,low,0.040938155,Snack_Foods,141.1496,5,small,tier_2,supermarket_type1,4516.7872
12.6,reg,0.014661762,Canned,89.1172,24,medium,tier_3,supermarket_type3,2319.6472
10.5,low,0.048213766,Hard_Drinks,159.6946,0,medium,tier_3,supermarket_type2,3629.2758
17.1,low,0.032761024,Frozen_Foods,148.8392,0,medium,tier_3,supermarket_type2,2087.9488
7.535,low,0.0,Soft_Drinks,121.644,7,medium,tier_2,supermarket_type1,1557.972
15.1,low,0.025988508,Frozen_Foods,146.6076,5,small,tier_2,supermarket_type1,2364.9216
15.1,low,0.026140452,Frozen_Foods,149.0076,2,small,tier_2,supermarket_type1,4138.6128
10.0,low,0.025932408,Canned,264.7226,0,medium,tier_3,supermarket_type2,3171.8712
20.85,low,0.098170402,Starchy_Foods,224.0746,2,medium,tier_2,supermarket_type1,2243.746
16.7,reg,0.119439636,Fruits_and_Vegetables,182.1976,5,small,tier_2,supermarket_type1,724.3904
8.315,reg,0.059540542,Baking_Goods,143.6444,11,small,tier_3,grocery_store,145.1444
12.6,low,0.044122209,Snack_Foods,173.8054,24,small,tier_1,grocery_store,175.1054
16.75,low,0.081304829,Fruits_and_Vegetables,258.4988,5,small,tier_2,supermarket_type1,4111.9808
12.6,low,0.081014461,Baking_Goods,98.8384,24,small,tier_1,grocery_store,492.692
12.5,low,0.006775667,Household,42.9112,10,medium,tier_1,supermarket_type1,1022.6688
6.8,low,0.03749705,Baking_Goods,49.9034,12,small,tier_1,supermarket_type1,194.4136
7.3,low,0.086060695,Frozen_Foods,149.8076,22,high,tier_3,supermarket_type1,2808.3444
15.85,low,0.020519478,Household,42.5112,10,medium,tier_1,supermarket_type1,852.224
12.1,reg,0.061163967,Soft_Drinks,56.5614,5,small,tier_2,supermarket_type1,828.921
9.195,reg,0.07821891,Meat,107.6596,7,small,tier_2,supermarket_type1,323.5788
7.59,reg,0.14492016,Fruits_and_Vegetables,174.708,22,high,tier_3,supermarket_type1,2942.836
12.15,low,0.062235983,Starchy_Foods,34.5532,22,high,tier_3,supermarket_type1,359.532
19.75,reg,0.030166924,Frozen_Foods,179.766,11,high,tier_3,grocery_store,719.064
18.85,low,0.016104504,Health_and_Hygiene,130.2626,5,small,tier_2,supermarket_type1,2360.9268
12.15,low,0.01544786,Frozen_Foods,211.2928,22,high,tier_3,supermarket_type1,2735.1064
13.1,low,0.037574137,Fruits_and_Vegetables,174.2054,5,small,tier_2,supermarket_type1,3677.2134
12.6,low,0.106876976,Snack_Foods,146.7076,24,medium,tier_3,supermarket_type3,3842.9976
12.6,low,0.195979015,Fruits_and_Vegetables,100.77,24,small,tier_1,grocery_store,199.74
7.895,reg,0.061124626,Breakfast,58.5588,22,high,tier_3,supermarket_type1,171.7764
12.6,reg,0.127599399,Snack_Foods,118.9098,24,small,tier_1,grocery_store,120.5098
16.75,low,0.029785889,Snack_Foods,38.9822,10,medium,tier_1,supermarket_type1,628.5152
16.35,low,0.0,Household,198.211,5,small,tier_2,supermarket_type1,2946.165
8.21,low,0.010762387,Hard_Drinks,149.5392,5,small,tier_2,supermarket_type1,1789.6704
15.85,low,0.108206497,Soft_Drinks,58.3904,2,small,tier_2,supermarket_type1,468.7232
16.2,low,0.063127333,Canned,100.47,10,medium,tier_1,supermarket_type1,1597.92
17.5,low,0.02687089,Frozen_Foods,264.491,12,small,tier_1,supermarket_type1,3681.874
12.6,low,0.099681705,Baking_Goods,107.4622,24,small,tier_1,grocery_store,317.5866
13.65,reg,0.072898645,Frozen_Foods,198.1426,5,small,tier_2,supermarket_type1,1977.426
11.35,reg,0.063354531,Dairy,88.9856,7,small,tier_2,supermarket_type1,1230.3984
10.8,low,0.082534287,Dairy,191.1504,5,small,tier_2,supermarket_type1,4410.2592
7.47,reg,0.152024355,Frozen_Foods,211.8218,22,high,tier_3,supermarket_type1,1496.0526
19.85,low,0.045669236,Fruits_and_Vegetables,126.402,12,small,tier_1,supermarket_type1,1012.016
8.39,reg,0.024342578,Frozen_Foods,113.6176,2,small,tier_2,supermarket_type1,2862.94
10.8,low,0.028988288,Snack_Foods,239.2222,10,medium,tier_1,supermarket_type1,6501.8699
15.0,low,0.044908404,Health_and_Hygiene,140.2838,12,small,tier_1,supermarket_type1,1404.838
17.35,low,0.168329848,Household,176.7712,2,small,tier_2,supermarket_type1,2812.3392
14.1,low,0.111936685,Snack_Foods,198.8084,11,small,tier_3,grocery_store,992.042
19.2,reg,0.005620213,Starchy_Foods,226.6062,2,small,tier_2,supermarket_type1,5191.2426
15.6,low,0.117095014,Frozen_Foods,78.067,10,medium,tier_1,supermarket_type1,1148.505
12.6,low,0.195979015,Snack_Foods,124.1072,24,small,tier_1,grocery_store,245.0144
20.5,low,0.023274107,Others,154.134,2,small,tier_2,supermarket_type1,2909.546
12.6,low,0.091354948,Snack_Foods,122.3072,24,small,tier_1,grocery_store,122.5072
10.6,low,0.011087128,Breads,41.4454,5,small,tier_2,supermarket_type1,1468.089
15.1,reg,0.099839365,Fruits_and_Vegetables,143.3786,5,small,tier_2,supermarket_type1,1733.7432
7.035,low,0.021938404,Frozen_Foods,264.691,0,medium,tier_3,supermarket_type2,5785.802
16.0,low,0.090480206,Dairy,142.4154,2,medium,tier_2,supermarket_type1,1985.4156
13.65,reg,0.080640478,Frozen_Foods,262.6936,12,small,tier_1,supermarket_type1,4175.8976
18.85,low,0.040338009,Household,246.7144,22,high,tier_3,supermarket_type1,6501.8699
6.115,reg,0.007043008,Soft_Drinks,190.353,5,small,tier_2,supermarket_type1,569.259
8.96,reg,0.069219165,Fruits_and_Vegetables,196.5768,0,medium,tier_3,supermarket_type2,2759.0752
19.6,low,0.039569689,Snack_Foods,165.9526,5,small,tier_2,supermarket_type1,2631.2416
9.195,low,0.180588082,Snack_Foods,182.2634,11,small,tier_3,grocery_store,363.5268
8.97,low,0.09301462,Household,52.7956,12,small,tier_1,supermarket_type1,1037.3164
12.35,low,0.195979015,Household,117.1124,11,small,tier_3,grocery_store,355.5372
9.3,low,0.066887123,Frozen_Foods,183.9292,10,medium,tier_1,supermarket_type1,3283.7256
17.7,reg,0.042468413,Frozen_Foods,162.421,5,small,tier_2,supermarket_type1,1468.089
7.27,low,0.071188446,Soft_Drinks,111.9518,10,medium,tier_1,supermarket_type1,1138.518
20.7,reg,0.191008614,Dairy,92.8436,11,medium,tier_3,grocery_store,189.0872
16.1,reg,0.159595473,Frozen_Foods,32.8558,22,high,tier_3,supermarket_type1,339.558
12.6,reg,0.086905536,Fruits_and_Vegetables,78.8644,24,small,tier_1,grocery_store,314.2576
20.75,low,0.089186387,Breakfast,193.3478,22,high,tier_3,supermarket_type1,6006.1818
20.2,low,0.112321218,Household,123.6046,12,small,tier_1,supermarket_type1,2988.1104
5.51,low,0.034668802,Health_and_Hygiene,98.5726,2,small,tier_2,supermarket_type1,1761.7068
20.2,reg,0.0,Fruits_and_Vegetables,129.0678,2,small,tier_2,supermarket_type1,3560.6984
14.7,low,0.072592873,Fruits_and_Vegetables,48.5034,0,medium,tier_3,supermarket_type2,874.8612
20.0,reg,0.059889718,Baking_Goods,168.5132,5,small,tier_2,supermarket_type1,2874.9244
17.1,low,0.112402118,Household,112.986,11,small,tier_3,grocery_store,113.186
11.5,low,0.029529474,Health_and_Hygiene,132.6626,11,small,tier_3,grocery_store,262.3252
11.15,reg,0.105736638,Baking_Goods,104.4648,0,medium,tier_3,supermarket_type2,2181.1608
16.2,low,0.044291251,Frozen_Foods,43.3454,10,medium,tier_1,supermarket_type1,503.3448
16.1,low,0.100388706,Fruits_and_Vegetables,76.0328,10,medium,tier_1,supermarket_type1,1853.5872
12.6,low,0.070556945,Fruits_and_Vegetables,191.2162,24,medium,tier_3,supermarket_type3,6501.8699
15.0,reg,0.054599767,Canned,59.4904,0,medium,tier_3,supermarket_type2,644.4944
12.8,low,0.069560905,Starchy_Foods,263.0252,22,high,tier_3,supermarket_type1,2885.5772
5.985,low,0.0,Frozen_Foods,125.2678,5,small,tier_2,supermarket_type1,1017.3424
19.35,reg,0.021453493,Fruits_and_Vegetables,120.3098,5,small,tier_2,supermarket_type1,2530.7058
16.6,low,0.016276741,Health_and_Hygiene,109.8596,0,medium,tier_3,supermarket_type2,1617.894
12.6,low,0.056656942,Baking_Goods,106.2622,24,medium,tier_3,supermarket_type3,2328.9684
11.5,low,0.072994847,Fruits_and_Vegetables,189.253,10,medium,tier_1,supermarket_type1,1328.271
8.88,low,0.165073642,Household,207.727,11,medium,tier_3,grocery_store,209.727
11.6,low,0.017744999,Canned,177.9686,12,small,tier_1,supermarket_type1,1244.3802
9.8,low,0.047453947,Baking_Goods,101.7016,2,small,tier_2,supermarket_type1,1518.024
9.395,reg,0.171422166,Fruits_and_Vegetables,139.1838,7,small,tier_2,supermarket_type1,1685.8056
12.3,low,0.021860985,Frozen_Foods,193.3162,12,small,tier_1,supermarket_type1,3078.6592
16.1,low,0.023577298,Soft_Drinks,192.6846,12,small,tier_1,supermarket_type1,2866.269
19.1,reg,0.043304681,Fruits_and_Vegetables,147.5418,11,small,tier_3,grocery_store,294.2836
8.43,low,0.177971115,Household,174.0422,10,medium,tier_1,supermarket_type1,2069.3064
14.5,reg,0.106894492,Breads,260.4594,11,medium,tier_3,grocery_store,1046.6376
8.27,reg,0.127927931,Soft_Drinks,184.8924,12,small,tier_1,supermarket_type1,4442.2176
7.02,low,0.081623275,Fruits_and_Vegetables,148.0734,2,small,tier_2,supermarket_type1,1930.1542
20.0,reg,0.051596927,Frozen_Foods,128.0678,7,small,tier_2,supermarket_type1,1780.3492
7.81,low,0.067592098,Soft_Drinks,246.0486,7,small,tier_2,supermarket_type1,6501.8699
12.6,low,0.054670967,Seafood,158.6604,24,small,tier_1,grocery_store,316.9208
13.1,low,0.012089479,Others,189.853,22,high,tier_3,supermarket_type1,3415.554
15.2,low,0.021250528,Canned,216.5824,7,high,tier_2,supermarket_type1,5241.1776
10.8,low,0.05843345,Hard_Drinks,74.738,12,small,tier_1,supermarket_type1,1025.332
